Title,PDF URL,DOI,Published Date,Primary Category,Entry ID,Citation Count,Paper ID
"alberti, a multilingual domain specific language model for poetry analysis",http://arxiv.org/pdf/2307.01387v1,,03/07/2023 23:50,cs.CL,http://arxiv.org/abs/2307.01387v1,1,1648
on evaluating and mitigating gender biases in multilingual settings,http://arxiv.org/pdf/2307.01503v1,,04/07/2023 07:23,cs.CL,http://arxiv.org/abs/2307.01503v1,1,1649
evaluating the capability of large-scale language models on chinese grammatical error correction task,http://arxiv.org/pdf/2307.03972v1,,08/07/2023 14:10,cs.CL,http://arxiv.org/abs/2307.03972v1,1,1650
enhancing conversational quality in language learning chatbots: an evaluation of gpt4 for asr error correction,http://arxiv.org/pdf/2307.09744v1,,19/07/2023 05:25,cs.CL,http://arxiv.org/abs/2307.09744v1,1,1651
camoscio: an italian instruction-tuned llama,http://arxiv.org/pdf/2307.16456v1,,31/07/2023 08:31,cs.CL,http://arxiv.org/abs/2307.16456v1,1,1653
using artificial populations to study psychological phenomena in neural models,http://arxiv.org/pdf/2308.08032v1,,15/08/2023 21:47,cs.CL,http://arxiv.org/abs/2308.08032v1,1,1656
simultaneous machine translation with large language models,http://arxiv.org/pdf/2309.06706v1,,13/09/2023 05:06,cs.CL,http://arxiv.org/abs/2309.06706v1,1,1657
making small language models better multi-task learners with mixture-of-task-adapters,http://arxiv.org/pdf/2309.11042v1,,20/09/2023 04:39,cs.CL,http://arxiv.org/abs/2309.11042v1,1,1658
zero-shot cross-lingual transfer without parallel corpus,http://arxiv.org/pdf/2310.04726v1,,07/10/2023 08:54,cs.CL,http://arxiv.org/abs/2310.04726v1,1,1659
establishing trustworthiness: rethinking tasks and model evaluation,http://arxiv.org/pdf/2310.05442v1,,09/10/2023 07:32,cs.CL,http://arxiv.org/abs/2310.05442v1,1,1660
hausa visual genome: a dataset for multi-modal english to hausa machine translation,http://arxiv.org/pdf/2205.01133v2,,02/05/2022 19:05,cs.CL,http://arxiv.org/abs/2205.01133v2,1,1662
bengali to assamese statistical machine translation using moses (corpus based),http://arxiv.org/pdf/1504.01182v1,,06/04/2015 02:18,cs.CL,http://arxiv.org/abs/1504.01182v1,1,1665
multilingual language processing from bytes,http://arxiv.org/pdf/1512.00103v2,,01/12/2015 00:23,cs.CL,http://arxiv.org/abs/1512.00103v2,1,1666
tabula nearly rasa: probing the linguistic knowledge of character-level neural language models trained on unsegmented text,http://arxiv.org/pdf/1906.07285v1,,17/06/2019 22:53,cs.CL,http://arxiv.org/abs/1906.07285v1,1,1667
bootstrapping multilingual intent models via machine translation for dialog automation,http://arxiv.org/pdf/1805.04453v1,,11/05/2018 16:42,cs.CL,http://arxiv.org/abs/1805.04453v1,1,1669
"a deep learning approach for similar languages, varieties and dialects",http://arxiv.org/pdf/1901.00297v1,,02/01/2019 08:47,cs.CL,http://arxiv.org/abs/1901.00297v1,1,1670
brain2word: decoding brain activity for language generation,http://arxiv.org/pdf/2009.04765v3,,10/09/2020 11:47,cs.CL,http://arxiv.org/abs/2009.04765v3,1,1677
a survey on neural word embeddings,http://arxiv.org/pdf/2110.01804v1,,05/10/2021 04:37,cs.CL,http://arxiv.org/abs/2110.01804v1,1,1681
msdt: masked language model scoring defense in text domain,http://arxiv.org/pdf/2211.05371v1,,10/11/2022 06:46,cs.CL,http://arxiv.org/abs/2211.05371v1,1,1683
explicit planning helps language models in logical reasoning,http://arxiv.org/pdf/2303.15714v3,,28/03/2023 04:55,cs.CL,http://arxiv.org/abs/2303.15714v3,1,1685
mmt: a multilingual and multi-topic indian social media dataset,http://arxiv.org/pdf/2304.00634v1,,02/04/2023 22:39,cs.CL,http://arxiv.org/abs/2304.00634v1,1,1686
improving small language models on pubmedqa via generative data augmentation,http://arxiv.org/pdf/2305.07804v4,,13/05/2023 00:49,cs.CL,http://arxiv.org/abs/2305.07804v4,1,1687
knowledgpt: enhancing large language models with retrieval and storage access on knowledge bases,http://arxiv.org/pdf/2308.11761v1,,17/08/2023 14:07,cs.CL,http://arxiv.org/abs/2308.11761v1,1,1689
neco@alqac 2023: legal domain knowledge acquisition for low-resource languages through data enrichment,http://arxiv.org/pdf/2309.05500v1,,11/09/2023 15:43,cs.CL,http://arxiv.org/abs/2309.05500v1,1,1690
informed named entity recognition decoding for generative language models,http://arxiv.org/pdf/2308.07791v1,,15/08/2023 15:16,cs.CL,http://arxiv.org/abs/2308.07791v1,1,1697
"kencorpus: a kenyan language corpus of swahili, dholuo and luhya for natural language processing tasks",http://arxiv.org/pdf/2208.12081v2,,25/08/2022 14:27,cs.CL,http://arxiv.org/abs/2208.12081v2,1,1698
leveraging natural supervision for language representation learning and generation,http://arxiv.org/pdf/2207.10617v1,,21/07/2022 18:26,cs.CL,http://arxiv.org/abs/2207.10617v1,1,1702
using natural language explanations to rescale human judgments,http://arxiv.org/pdf/2305.14770v1,,24/05/2023 07:19,cs.CL,http://arxiv.org/abs/2305.14770v1,1,1703
lexpresso: a controlled natural language,http://arxiv.org/pdf/1407.1933v1,,08/07/2014 03:53,cs.CL,http://arxiv.org/abs/1407.1933v1,1,1705
a methodology to characterize bias and harmful stereotypes in natural language processing in latin america,http://arxiv.org/pdf/2207.06591v3,,14/07/2022 02:07,cs.CL,http://arxiv.org/abs/2207.06591v3,1,1707
an approach to reducing annotation costs for bionlp,http://arxiv.org/pdf/1409.3881v1,,12/09/2014 23:40,cs.CL,http://arxiv.org/abs/1409.3881v1,1,1710
navigating the kaleidoscope of covid-19 misinformation using deep learning,http://arxiv.org/pdf/2110.15703v1,,19/09/2021 16:49,cs.CL,http://arxiv.org/abs/2110.15703v1,1,1715
investigating the impact of 9/11 on the simpsons through natural language processing,http://arxiv.org/pdf/2112.03025v1,,02/12/2021 03:45,cs.CL,http://arxiv.org/abs/2112.03025v1,1,1717
quantifying gender bias in consumer culture,http://arxiv.org/pdf/2201.03173v1,,10/01/2022 05:44,cs.CL,http://arxiv.org/abs/2201.03173v1,1,1718
a survey of methods for addressing class imbalance in deep-learning based natural language processing,http://arxiv.org/pdf/2210.04675v2,,10/10/2022 14:26,cs.CL,http://arxiv.org/abs/2210.04675v2,1,1723
identifying mentions of pain in mental health records text: a natural language processing approach,http://arxiv.org/pdf/2304.01240v2,,03/04/2023 12:56,cs.CL,http://arxiv.org/abs/2304.01240v2,1,1726
fly-swat or cannon? cost-effective language model choice via meta-modeling,http://arxiv.org/pdf/2308.06077v1,,11/08/2023 12:29,cs.CL,http://arxiv.org/abs/2308.06077v1,1,1735
a large-scale multilingual disambiguation of glosses,http://arxiv.org/pdf/1608.06718v1,,24/08/2016 06:30,cs.CL,http://arxiv.org/abs/1608.06718v1,1,1737
tcm-sd: a benchmark for probing syndrome differentiation via natural language processing,http://arxiv.org/pdf/2203.10839v2,,21/03/2022 09:59,cs.CL,http://arxiv.org/abs/2203.10839v2,1,1747
a survey of diffusion models in natural language processing,http://arxiv.org/pdf/2305.14671v2,,24/05/2023 04:25,cs.CL,http://arxiv.org/abs/2305.14671v2,1,1750
are emojis predictable?,http://arxiv.org/pdf/1702.07285v2,,23/02/2017 16:47,cs.CL,http://arxiv.org/abs/1702.07285v2,1,1755
on the temporality of priors in entity linking,http://arxiv.org/pdf/2101.05593v1,,14/01/2021 13:58,cs.CL,http://arxiv.org/abs/2101.05593v1,1,1760
extracting similar questions from naturally-occurring business conversations,http://arxiv.org/pdf/2206.01585v1,,03/06/2022 15:13,cs.CL,http://arxiv.org/abs/2206.01585v1,1,1762
cmnerone at semeval-2022 task 11: code-mixed named entity recognition by leveraging multilingual data,http://arxiv.org/pdf/2206.07318v1,,15/06/2022 07:33,cs.CL,http://arxiv.org/abs/2206.07318v1,1,1763
sentiment analysis based multi-person multi-criteria decision making methodology using natural language processing and deep learning for smarter decision aid. case study of restaurant choice using tripadvisor reviews,http://arxiv.org/pdf/2008.00032v2,,31/07/2020 19:45,cs.CL,http://arxiv.org/abs/2008.00032v2,1,1768
multiresolution recurrent neural networks: an application to dialogue response generation,http://arxiv.org/pdf/1606.00776v2,,02/06/2016 18:37,cs.CL,http://arxiv.org/abs/1606.00776v2,1,1770
structured pruning of a bert-based question answering model,http://arxiv.org/pdf/1910.06360v3,,14/10/2019 19:12,cs.CL,http://arxiv.org/abs/1910.06360v3,1,1772
feature-rich multiplex lexical networks reveal mental strategies of early language learning,http://arxiv.org/pdf/2201.05061v1,,13/01/2022 16:44,cs.CL,http://arxiv.org/abs/2201.05061v1,1,1776
determining semantic textual similarity using natural deduction proofs,http://arxiv.org/pdf/1707.08713v1,,27/07/2017 06:49,cs.CL,http://arxiv.org/abs/1707.08713v1,1,1780
natural language processing - a survey,http://arxiv.org/pdf/1209.6238v1,,25/09/2012 22:05,cs.CL,http://arxiv.org/abs/1209.6238v1,1,1787
nile: fast natural language processing for electronic health records,http://arxiv.org/pdf/1311.6063v5,,23/11/2013 22:39,cs.CL,http://arxiv.org/abs/1311.6063v5,1,1788
helping news editors write better headlines: a recommender to improve the keyword contents & shareability of news headlines,http://arxiv.org/pdf/1705.09656v1,,26/05/2017 18:40,cs.CL,http://arxiv.org/abs/1705.09656v1,1,1792
a survey of the usages of deep learning in natural language processing,http://arxiv.org/pdf/1807.10854v3,,28/07/2018 00:11,cs.CL,http://arxiv.org/abs/1807.10854v3,1,1798
automatic evaluation of scientific abstracts through natural language processing,http://arxiv.org/pdf/2112.01842v1,,14/11/2021 12:55,cs.CL,http://arxiv.org/abs/2112.01842v1,1,1805
a survey of the usages of deep learning in natural language processing,http://arxiv.org/pdf/1807.10854v3,,28/07/2018 00:11,cs.CL,http://arxiv.org/abs/1807.10854v3,1,1806
constructing a testbed for psychometric natural language processing,http://arxiv.org/pdf/2007.12969v1,,25/07/2020 17:29,cs.CL,http://arxiv.org/abs/2007.12969v1,1,1808
neural natural language processing for unstructured data in electronic health records: a review,http://arxiv.org/pdf/2107.02975v1,,07/07/2021 02:50,cs.CL,http://arxiv.org/abs/2107.02975v1,1,1814
multi document reading comprehension,http://arxiv.org/pdf/2201.01706v1,,05/01/2022 16:54,cs.CL,http://arxiv.org/abs/2201.01706v1,1,1816
ehrkit: a python natural language processing toolkit for electronic health record texts,http://arxiv.org/pdf/2204.06604v5,,13/04/2022 19:51,cs.CL,http://arxiv.org/abs/2204.06604v5,1,1818
the topological bert: transforming attention into topology for natural language processing,http://arxiv.org/pdf/2206.15195v1,,30/06/2022 12:25,cs.CL,http://arxiv.org/abs/2206.15195v1,1,1821
a survey on backdoor attack and defense in natural language processing,http://arxiv.org/pdf/2211.11958v1,,22/11/2022 02:35,cs.CL,http://arxiv.org/abs/2211.11958v1,1,1822
training natural language processing models on encrypted text for enhanced privacy,http://arxiv.org/pdf/2305.03497v1,,03/05/2023 01:37,cs.CL,http://arxiv.org/abs/2305.03497v1,1,1825
enhanced transformer architecture for natural language processing,http://arxiv.org/pdf/2310.10930v1,,17/10/2023 02:59,cs.CL,http://arxiv.org/abs/2310.10930v1,1,1826
alzheimer's diagnosis and generation-based chatbot using hierarchical attention and transformer,http://arxiv.org/pdf/2211.07703v1,,11/10/2022 08:00,cs.CL,http://arxiv.org/abs/2211.07703v1,1,1827
effective use of transformer networks for entity tracking,http://arxiv.org/pdf/1909.02635v1,,05/09/2019 22:13,cs.CL,http://arxiv.org/abs/1909.02635v1,1,1830
overview of stemming algorithms for indian and non-indian languages,http://arxiv.org/pdf/1404.2878v1,,10/04/2014 18:16,cs.CL,http://arxiv.org/abs/1404.2878v1,1,1831
multilingual open text release 1: public domain news in languages,http://arxiv.org/pdf/2201.05609v2,,14/01/2022 18:58,cs.CL,http://arxiv.org/abs/2201.05609v2,1,1834
revisiting k-nn for fine-tuning pre-trained language models,http://arxiv.org/pdf/2304.09058v2,,18/04/2023 16:28,cs.CL,http://arxiv.org/abs/2304.09058v2,1,1836
towards improving the performance of pre-trained speech models for low-resource languages through lateral inhibition,http://arxiv.org/pdf/2306.17792v1,,30/06/2023 17:48,cs.CL,http://arxiv.org/abs/2306.17792v1,1,1838
can generative large language models perform asr error correction?,http://arxiv.org/pdf/2307.04172v2,,09/07/2023 14:38,cs.CL,http://arxiv.org/abs/2307.04172v2,1,1839
on the (in)effectiveness of large language models for chinese text correction,http://arxiv.org/pdf/2307.09007v1,,18/07/2023 07:48,cs.CL,http://arxiv.org/abs/2307.09007v1,1,1840
extreme multi-label skill extraction training using large language models,http://arxiv.org/pdf/2307.10778v1,,20/07/2023 12:29,cs.CL,http://arxiv.org/abs/2307.10778v1,1,1841
multimodal audio-textual architecture for robust spoken language understanding,http://arxiv.org/pdf/2306.06819v2,,12/06/2023 02:55,cs.CL,http://arxiv.org/abs/2306.06819v2,1,1847
towards neural programming interfaces,http://arxiv.org/pdf/2012.05983v2,,10/12/2020 21:17,cs.CL,http://arxiv.org/abs/2012.05983v2,1,1849
beqi: revitalize the senegalese wolof language with a robust spelling corrector,http://arxiv.org/pdf/2305.08518v1,,15/05/2023 11:28,cs.CL,http://arxiv.org/abs/2305.08518v1,1,1851
a probabilistic generative grammar for semantic parsing,http://arxiv.org/pdf/1606.06361v2,,21/06/2016 00:29,cs.CL,http://arxiv.org/abs/1606.06361v2,1,1853
combat covid-19 infodemic using explainable natural language processing models,http://arxiv.org/pdf/2103.00747v1,,01/03/2021 04:28,cs.CL,http://arxiv.org/abs/2103.00747v1,1,1857
distributed representations for compositional semantics,http://arxiv.org/pdf/1411.3146v1,,12/11/2014 11:26,cs.CL,http://arxiv.org/abs/1411.3146v1,1,1858
the elephant in the room: analyzing the presence of big tech in natural language processing research,http://arxiv.org/pdf/2305.02797v2,,04/05/2023 13:57,cs.CL,http://arxiv.org/abs/2305.02797v2,1,1861
massively parallel cross-lingual learning in low-resource target language translation,http://arxiv.org/pdf/1804.07878v2,,21/04/2018 03:18,cs.CL,http://arxiv.org/abs/1804.07878v2,1,1863
gpt-3 models are poor few-shot learners in the biomedical domain,http://arxiv.org/pdf/2109.02555v2,,06/09/2021 16:50,cs.CL,http://arxiv.org/abs/2109.02555v2,1,1865
on the universality of deep contextual language models,http://arxiv.org/pdf/2109.07140v2,,15/09/2021 09:00,cs.CL,http://arxiv.org/abs/2109.07140v2,1,1866
deep transfer learning & beyond: transformer language models in information systems research,http://arxiv.org/pdf/2110.08975v2,,18/10/2021 03:01,cs.CL,http://arxiv.org/abs/2110.08975v2,1,1867
a generative language model for few-shot aspect-based sentiment analysis,http://arxiv.org/pdf/2204.05356v1,,11/04/2022 19:31,cs.CL,http://arxiv.org/abs/2204.05356v1,1,1869
effectiveness of french language models on abstractive dialogue summarization task,http://arxiv.org/pdf/2207.08305v1,,17/07/2022 22:43,cs.CL,http://arxiv.org/abs/2207.08305v1,1,1872
the birth of bias: a case study on the evolution of gender bias in an english language model,http://arxiv.org/pdf/2207.10245v1,,21/07/2022 01:59,cs.CL,http://arxiv.org/abs/2207.10245v1,1,1873
a survey of code-switching: linguistic and social perspectives for language technologies,http://arxiv.org/pdf/2301.01967v1,,05/01/2023 09:08,cs.CL,http://arxiv.org/abs/2301.01967v1,1,1877
distilling text into circuits,http://arxiv.org/pdf/2301.10595v1,,25/01/2023 13:56,cs.CL,http://arxiv.org/abs/2301.10595v1,1,1878
a multi-modal context reasoning approach for conditional inference on joint textual and visual clues,http://arxiv.org/pdf/2305.04530v1,,08/05/2023 09:05,cs.CL,http://arxiv.org/abs/2305.04530v1,1,1879
lm-switch: lightweight language model conditioning in word embedding space,http://arxiv.org/pdf/2305.12798v1,,22/05/2023 08:52,cs.CL,http://arxiv.org/abs/2305.12798v1,1,1880
fonmtl: towards multitask learning for the fon language,http://arxiv.org/pdf/2308.14280v2,,28/08/2023 04:26,cs.CL,http://arxiv.org/abs/2308.14280v2,1,1882
"culturax: a cleaned, enormous, and multilingual dataset for large language models in languages",http://arxiv.org/pdf/2309.09400v1,,18/09/2023 00:49,cs.CL,http://arxiv.org/abs/2309.09400v1,1,1883
visual reasoning with natural language,http://arxiv.org/pdf/1710.00453v1,,02/10/2017 02:52,cs.CL,http://arxiv.org/abs/1710.00453v1,1,1888
towards a common speech analysis engine,http://arxiv.org/pdf/2203.00613v1,,01/03/2022 16:55,cs.CL,http://arxiv.org/abs/2203.00613v1,1,1889
processing natural language on embedded devices: how well do modern models perform?,http://arxiv.org/pdf/2304.11520v3,,23/04/2023 04:01,cs.CL,http://arxiv.org/abs/2304.11520v3,1,1892
on the application of large language models for language teaching and assessment technology,http://arxiv.org/pdf/2307.08393v1,,17/07/2023 12:12,cs.CL,http://arxiv.org/abs/2307.08393v1,1,1894
kelm: knowledge enhanced pre-trained language representations with message passing on hierarchical relational graphs,http://arxiv.org/pdf/2109.04223v2,,09/09/2021 13:39,cs.CL,http://arxiv.org/abs/2109.04223v2,1,1897
machine reading comprehension: the role of contextualized language models and beyond,http://arxiv.org/pdf/2005.06249v1,,13/05/2020 11:58,cs.CL,http://arxiv.org/abs/2005.06249v1,1,1899
transducers from rewrite rules with backreferences,http://arxiv.org/pdf/cs/9904008v1,,15/04/1999 15:00,cs.CL,http://arxiv.org/abs/cs/9904008v1,1,1900
generating a 3d simulation of a car accident from a written description in natural language: the carsim system,http://arxiv.org/pdf/cs/0105023v1,,14/05/2001 10:05,cs.CL,http://arxiv.org/abs/cs/0105023v1,1,1902
a geometric method to obtain the generation probability of a sentence,http://arxiv.org/pdf/1406.1234v1,,05/06/2014 00:28,cs.CL,http://arxiv.org/abs/1406.1234v1,1,1904
learning to smile(s),http://arxiv.org/pdf/1602.06289v2,,19/02/2016 20:48,cs.CL,http://arxiv.org/abs/1602.06289v2,1,1905
keystroke dynamics as signal for shallow syntactic parsing,http://arxiv.org/pdf/1610.03321v1,,11/10/2016 14:20,cs.CL,http://arxiv.org/abs/1610.03321v1,1,1906
evaluating word embeddings for sentence boundary detection in speech transcripts,http://arxiv.org/pdf/1708.04704v1,,15/08/2017 23:12,cs.CL,http://arxiv.org/abs/1708.04704v1,1,1908
problems with automating translation of movie/tv show subtitles,http://arxiv.org/pdf/1909.05362v1,,04/09/2019 07:45,cs.CL,http://arxiv.org/abs/1909.05362v1,1,1909
top-down tree structured text generation,http://arxiv.org/pdf/1808.04865v1,,14/08/2018 20:12,cs.CL,http://arxiv.org/abs/1808.04865v1,1,1910
optimizing for measure of performance in max-margin parsing,http://arxiv.org/pdf/1709.01562v2,,05/09/2017 20:27,cs.CL,http://arxiv.org/abs/1709.01562v2,1,1911
a survey on neural network-based summarization methods,http://arxiv.org/pdf/1804.04589v1,,19/03/2018 18:49,cs.CL,http://arxiv.org/abs/1804.04589v1,1,1913
entity extraction with knowledge from web scale corpora,http://arxiv.org/pdf/1911.09373v1,,21/11/2019 10:01,cs.CL,http://arxiv.org/abs/1911.09373v1,1,1914
citation data of czech apex courts,http://arxiv.org/pdf/2002.02224v1,,06/02/2020 12:35,cs.CL,http://arxiv.org/abs/2002.02224v1,1,1915
mizan: a large persian-english parallel corpus,http://arxiv.org/pdf/1801.02107v3,,07/01/2018 00:48,cs.CL,http://arxiv.org/abs/1801.02107v3,1,1918
char2char generation with reranking for the e2e nlg challenge,http://arxiv.org/pdf/1811.05826v1,,04/11/2018 22:56,cs.CL,http://arxiv.org/abs/1811.05826v1,1,1921
multi-task learning with auxiliary speaker identification for conversational emotion recognition,http://arxiv.org/pdf/2003.01478v2,,03/03/2020 12:25,cs.CL,http://arxiv.org/abs/2003.01478v2,1,1922
a comprehensive survey on aspect based sentiment analysis,http://arxiv.org/pdf/2006.04611v1,,08/06/2020 15:07,cs.CL,http://arxiv.org/abs/2006.04611v1,1,1923
bert(s) to detect multiword expressions,http://arxiv.org/pdf/2208.07832v1,,16/08/2022 17:32,cs.CL,http://arxiv.org/abs/2208.07832v1,1,1928
towards automating codenames spymasters with deep reinforcement learning,http://arxiv.org/pdf/2212.14104v1,,28/12/2022 21:45,cs.CL,http://arxiv.org/abs/2212.14104v1,1,1930
facechat: an emotion-aware face-to-face dialogue framework,http://arxiv.org/pdf/2303.07316v1,,08/03/2023 20:45,cs.CL,http://arxiv.org/abs/2303.07316v1,1,1932
neurox library for neuron analysis of deep nlp models,http://arxiv.org/pdf/2305.17073v1,,26/05/2023 17:32,cs.CL,http://arxiv.org/abs/2305.17073v1,1,1933
how recurrent networks implement contextual processing in sentiment analysis,http://arxiv.org/pdf/2004.08013v1,,17/04/2020 01:58,cs.CL,http://arxiv.org/abs/2004.08013v1,1,1936
quantum-like uncertain conditionals for text analysis,http://arxiv.org/pdf/1106.0411v1,,02/06/2011 13:14,cs.CL,http://arxiv.org/abs/1106.0411v1,1,1950
a survey on phrase structure learning methods for text classification,http://arxiv.org/pdf/1406.5598v1,,21/06/2014 12:30,cs.CL,http://arxiv.org/abs/1406.5598v1,1,1951
do multi-sense embeddings improve natural language understanding?,http://arxiv.org/pdf/1506.01070v3,,02/06/2015 22:30,cs.CL,http://arxiv.org/abs/1506.01070v3,1,1952
learning an executable neural semantic parser,http://arxiv.org/pdf/1711.05066v2,,14/11/2017 12:00,cs.CL,http://arxiv.org/abs/1711.05066v2,1,1954
resolving gendered ambiguous pronouns with bert,http://arxiv.org/pdf/1906.01161v2,,03/06/2019 12:10,cs.CL,http://arxiv.org/abs/1906.01161v2,1,1955
application of a hybrid bi-lstm-crf model to the task of russian named entity recognition,http://arxiv.org/pdf/1709.09686v2,,27/09/2017 19:18,cs.CL,http://arxiv.org/abs/1709.09686v2,1,1959
can lstm learn to capture agreement? the case of basque,http://arxiv.org/pdf/1809.04022v4,,11/09/2018 17:44,cs.CL,http://arxiv.org/abs/1809.04022v4,1,1961
"when choosing plausible alternatives, clever hans can be clever",http://arxiv.org/pdf/1911.00225v1,,01/11/2019 06:48,cs.CL,http://arxiv.org/abs/1911.00225v1,1,1964
semi-supervised methods for out-of-domain dependency parsing,http://arxiv.org/pdf/1810.02100v1,,04/10/2018 09:41,cs.CL,http://arxiv.org/abs/1810.02100v1,1,1969
simplifying neural machine translation with addition-subtraction twin-gated recurrent networks,http://arxiv.org/pdf/1810.12546v1,,30/10/2018 06:55,cs.CL,http://arxiv.org/abs/1810.12546v1,1,1971
embedding individual table columns for resilient sql chatbots,http://arxiv.org/pdf/1811.00633v1,,01/11/2018 21:03,cs.CL,http://arxiv.org/abs/1811.00633v1,1,1972
the best of both worlds: lexical resources to improve low-resource part-of-speech tagging,http://arxiv.org/pdf/1811.08757v1,,21/11/2018 14:36,cs.CL,http://arxiv.org/abs/1811.08757v1,1,1973
exploring the importance of context and embeddings in neural ner models for task-oriented dialogue systems,http://arxiv.org/pdf/1812.02370v1,,06/12/2018 06:53,cs.CL,http://arxiv.org/abs/1812.02370v1,1,1974
unsupervised online grounding of natural language during human-robot interactions,http://arxiv.org/pdf/2007.04304v1,,05/07/2020 18:48,cs.CL,http://arxiv.org/abs/2007.04304v1,1,1978
metaphor detection using deep contextualized word embeddings,http://arxiv.org/pdf/2009.12565v1,,26/09/2020 12:00,cs.CL,http://arxiv.org/abs/2009.12565v1,1,1979
personality trait detection using bagged svm over bert word embedding ensembles,http://arxiv.org/pdf/2010.01309v1,,03/10/2020 10:25,cs.CL,http://arxiv.org/abs/2010.01309v1,1,1980
lrc-bert: latent-representation contrastive knowledge distillation for natural language understanding,http://arxiv.org/pdf/2012.07335v1,,14/12/2020 08:39,cs.CL,http://arxiv.org/abs/2012.07335v1,1,1983
cider: commonsense inference for dialogue explanation and reasoning,http://arxiv.org/pdf/2106.00510v2,,01/06/2021 15:14,cs.CL,http://arxiv.org/abs/2106.00510v2,1,1989
differential privacy for text analytics via natural text sanitization,http://arxiv.org/pdf/2106.01221v1,,02/06/2021 16:15,cs.CL,http://arxiv.org/abs/2106.01221v1,1,1990
kfcnet: knowledge filtering and contrastive learning network for generative commonsense reasoning,http://arxiv.org/pdf/2109.06704v1,,14/09/2021 15:10,cs.CL,http://arxiv.org/abs/2109.06704v1,1,1995
moebert: from bert to mixture-of-experts via importance-guided adaptation,http://arxiv.org/pdf/2204.07675v2,,16/04/2022 00:19,cs.CL,http://arxiv.org/abs/2204.07675v2,1,1999
towards debiasing translation artifacts,http://arxiv.org/pdf/2205.08001v1,,16/05/2022 22:46,cs.CL,http://arxiv.org/abs/2205.08001v1,1,2002
benchmarking long-tail generalization with likelihood splits,http://arxiv.org/pdf/2210.06799v2,,13/10/2022 08:27,cs.CL,http://arxiv.org/abs/2210.06799v2,1,2010
end-to-end evaluation of a spoken dialogue system for learning basic mathematics,http://arxiv.org/pdf/2211.03511v1,,07/11/2022 12:58,cs.CL,http://arxiv.org/abs/2211.03511v1,1,2013
semantic web enabled geographic question answering framework: geotr,http://arxiv.org/pdf/2301.04752v1,,11/01/2023 23:20,cs.CL,http://arxiv.org/abs/2301.04752v1,1,2016
commonsense reasoning for conversational ai: a survey of the state of the art,http://arxiv.org/pdf/2302.07926v1,,15/02/2023 19:55,cs.CL,http://arxiv.org/abs/2302.07926v1,1,2018
make prompt-based black-box tuning colorful: boosting model generalization from three orthogonal perspectives,http://arxiv.org/pdf/2305.08088v1,,14/05/2023 08:33,cs.CL,http://arxiv.org/abs/2305.08088v1,1,2019
human-like few-shot learning via bayesian reasoning over natural language,http://arxiv.org/pdf/2306.02797v3,,05/06/2023 12:46,cs.CL,http://arxiv.org/abs/2306.02797v3,1,2020
system-level natural language feedback,http://arxiv.org/pdf/2306.13588v1,,23/06/2023 17:21,cs.CL,http://arxiv.org/abs/2306.13588v1,1,2021
menatqa: a new dataset for testing the temporal comprehension and reasoning abilities of large language models,http://arxiv.org/pdf/2310.05157v1,,08/10/2023 14:19,cs.CL,http://arxiv.org/abs/2310.05157v1,1,2023
dialoguellm: context and emotion knowledge-tuned llama models for emotion recognition in conversations,http://arxiv.org/pdf/2310.11374v1,,17/10/2023 17:15,cs.CL,http://arxiv.org/abs/2310.11374v1,1,2025
review of natural language processing in pharmacology,http://arxiv.org/pdf/2208.10228v2,,22/08/2022 13:10,cs.CL,http://arxiv.org/abs/2208.10228v2,1,2031
similarity-based models of word cooccurrence probabilities,http://arxiv.org/pdf/cs/9809110v1,,27/09/1998 19:42,cs.CL,http://arxiv.org/abs/cs/9809110v1,1,2035
using document similarity methods to create parallel datasets for code translation,http://arxiv.org/pdf/2110.05423v1,,11/10/2021 18:07,cs.CL,http://arxiv.org/abs/2110.05423v1,1,2040
dagam: data augmentation with generation and modification,http://arxiv.org/pdf/2204.02633v1,,06/04/2022 08:20,cs.CL,http://arxiv.org/abs/2204.02633v1,1,2042
h2ogpt: democratizing large language models,http://arxiv.org/pdf/2306.08161v2,,13/06/2023 23:19,cs.CL,http://arxiv.org/abs/2306.08161v2,1,2050
large language model displays emergent ability to interpret novel literary metaphors,http://arxiv.org/pdf/2308.01497v2,,03/08/2023 02:46,cs.CL,http://arxiv.org/abs/2308.01497v2,1,2051
modeling natural language emergence with integral transform theory and reinforcement learning,http://arxiv.org/pdf/1812.01431v1,,30/11/2018 19:12,cs.CL,http://arxiv.org/abs/1812.01431v1,1,2057
relational weight priors in neural networks for abstract pattern learning and language modelling,http://arxiv.org/pdf/2103.06198v1,,10/03/2021 17:21,cs.CL,http://arxiv.org/abs/2103.06198v1,1,2059
wanli: worker and ai collaboration for natural language inference dataset creation,http://arxiv.org/pdf/2201.05955v5,,16/01/2022 03:13,cs.CL,http://arxiv.org/abs/2201.05955v5,1,2064
leveraging pre-trained language models to streamline natural language interaction for self-tracking,http://arxiv.org/pdf/2205.15503v3,,31/05/2022 02:58,cs.CL,http://arxiv.org/abs/2205.15503v3,1,2065
zero-shot classification by logical reasoning on natural language explanations,http://arxiv.org/pdf/2211.03252v2,,07/11/2022 01:05,cs.CL,http://arxiv.org/abs/2211.03252v2,1,2066
part of speech tagging in thai language using support vector machine,http://arxiv.org/pdf/cs/0112004v1,,05/12/2001 05:48,cs.CL,http://arxiv.org/abs/cs/0112004v1,1,2071
