Title,PdfUrl,PublishedDate,PrimaryCategory,PaperId,PublishedYear
spread love not hate: undermining the importance of hateful pre-training for hate speech detection,http://arxiv.org/pdf/2210.04267v3,09/10/2022 14:53,cs.CL,3244,2022
ai-based arabic language and speech tutor,http://arxiv.org/pdf/2210.12346v1,22/10/2022 05:22,cs.CL,3245,2022
"eeny, meeny, miny, moe. how to choose data for morphological inflection",http://arxiv.org/pdf/2210.14465v1,26/10/2022 05:33,cs.CL,3246,2022
sinhala sentence embedding: a two-tiered structure for low-resource languages,http://arxiv.org/pdf/2210.14472v1,26/10/2022 05:46,cs.CL,3247,2022
modeling structure-building in the brain with ccg parsing and large language models,http://arxiv.org/pdf/2210.16147v3,28/10/2022 15:21,cs.CL,3248,2022
"a survey of plagiarism detection systems: case of use with english, french and arabic languages",http://arxiv.org/pdf/2201.03423v1,10/01/2022 16:11,cs.CL,3428,2022
informal persian universal dependency treebank,http://arxiv.org/pdf/2201.03679v1,10/01/2022 22:33,cs.CL,3429,2022
a feature extraction based model for hate speech identification,http://arxiv.org/pdf/2201.04227v1,11/01/2022 22:53,cs.CL,3430,2022
gender bias in text: labeled datasets and lexicons,http://arxiv.org/pdf/2201.08675v2,21/01/2022 12:44,cs.CL,3431,2022
pnlp-mixer: an efficient all-mlp architecture for language,http://arxiv.org/pdf/2202.04350v2,09/02/2022 09:01,cs.CL,3432,2022
a contrastive framework for neural text generation,http://arxiv.org/pdf/2202.06417v3,13/02/2022 21:46,cs.CL,3433,2022
can pre-trained language models interpret similes as smart as human?,http://arxiv.org/pdf/2203.08452v1,16/03/2022 07:57,cs.CL,3434,2022
building robust spoken language understanding by cross attention between phoneme sequence and asr hypothesis,http://arxiv.org/pdf/2203.12067v1,22/03/2022 21:59,cs.CL,3435,2022
probing for labeled dependency trees,http://arxiv.org/pdf/2203.12971v1,24/03/2022 10:21,cs.CL,3436,2022
encbp: a new benchmark dataset for finer-grained cultural background prediction in english,http://arxiv.org/pdf/2203.14498v1,28/03/2022 05:57,cs.CL,3437,2022
auto-mlm: improved contrastive learning for self-supervised multi-lingual knowledge retrieval,http://arxiv.org/pdf/2203.16187v1,30/03/2022 11:13,cs.CL,3438,2022
you are what you write: preserving privacy in the era of large language models,http://arxiv.org/pdf/2204.09391v1,20/04/2022 12:12,cs.CL,3439,2022
syntax-informed question answering with heterogeneous graph transformer,http://arxiv.org/pdf/2204.09655v2,01/04/2022 08:48,cs.CL,3440,2022
cross-lingual word embeddings in hyperbolic space,http://arxiv.org/pdf/2205.01907v2,04/05/2022 07:15,cs.CL,3441,2022
knowledge distillation of russian language models with reduction of vocabulary,http://arxiv.org/pdf/2205.02340v1,04/05/2022 22:56,cs.CL,3442,2022
cats are fuzzy pets: a corpus and analysis of potentially euphemistic terms,http://arxiv.org/pdf/2205.02728v1,05/05/2022 17:01,cs.CL,3443,2022
quantifying synthesis and fusion and their impact on machine translation,http://arxiv.org/pdf/2205.03369v1,06/05/2022 18:04,cs.CL,3444,2022
vector representations of idioms in conversational systems,http://arxiv.org/pdf/2205.03666v1,07/05/2022 15:50,cs.CL,3445,2022
simreluz: similarity and relatedness scores as a semantic evaluation dataset for uzbek language,http://arxiv.org/pdf/2205.06072v1,12/05/2022 14:11,cs.CL,3446,2022
transformers as neural augmentors: class conditional sentence generation via variational bayes,http://arxiv.org/pdf/2205.09391v1,19/05/2022 09:42,cs.CL,3447,2022
exploring extreme parameter compression for pre-trained language models,http://arxiv.org/pdf/2205.10036v1,20/05/2022 10:16,cs.CL,3448,2022
babybear: cheap inference triage for expensive language models,http://arxiv.org/pdf/2205.11747v1,24/05/2022 04:21,cs.CL,3449,2022
sparse*bert: sparse models generalize to new tasks and domains,http://arxiv.org/pdf/2205.12452v3,25/05/2022 03:51,cs.CL,3450,2022
tagprime: a unified framework for relational structure extraction,http://arxiv.org/pdf/2205.12585v2,25/05/2022 09:57,cs.CL,3451,2022
large language models are few-shot clinical information extractors,http://arxiv.org/pdf/2205.12689v2,25/05/2022 12:49,cs.CL,3452,2022
leveraging dependency grammar for fine-grained offensive language detection using graph convolutional networks,http://arxiv.org/pdf/2205.13164v1,26/05/2022 06:27,cs.CL,3453,2022
sscibert: a pre-trained language model for social science texts,http://arxiv.org/pdf/2206.04510v3,09/06/2022 14:49,cs.CL,3454,2022
token is a mask: few-shot named entity recognition with pre-trained language models,http://arxiv.org/pdf/2206.07841v1,15/06/2022 23:49,cs.CL,3455,2022
self-generated in-context learning: leveraging auto-regressive language models as a demonstration generator,http://arxiv.org/pdf/2206.08082v1,16/06/2022 11:52,cs.CL,3456,2022
deep multi-task models for misogyny identification and categorization on arabic social media,http://arxiv.org/pdf/2206.08407v1,16/06/2022 19:54,cs.CL,3457,2022
muboost: an effective method for solving indic multilingual text classification problem,http://arxiv.org/pdf/2206.10280v1,21/06/2022 13:06,cs.CL,3458,2022
text and author-level political inference using heterogeneous knowledge representations,http://arxiv.org/pdf/2206.12293v2,24/06/2022 14:45,cs.CL,3459,2022
towards lexical gender inference: a scalable methodology using online databases,http://arxiv.org/pdf/2206.14055v1,28/06/2022 15:57,cs.CL,3461,2022
building african voices,http://arxiv.org/pdf/2207.00688v1,02/07/2022 00:28,cs.CL,3462,2022
anec: an amharic named entity corpus and transformer based recognizer,http://arxiv.org/pdf/2207.00785v1,02/07/2022 10:50,cs.CL,3463,2022
getting bart to ride the idiomatic train: learning to represent idiomatic expressions,http://arxiv.org/pdf/2207.03679v1,08/07/2022 05:05,cs.CL,3464,2022
myers-briggs personality classification from social media text using pre-trained language models,http://arxiv.org/pdf/2207.04476v1,10/07/2022 15:38,cs.CL,3465,2022
open terminology management and sharing toolkit for federation of terminology databases,http://arxiv.org/pdf/2207.06729v1,14/07/2022 09:27,cs.CL,3466,2022
efficient long-text understanding with short-text models,http://arxiv.org/pdf/2208.00748v3,01/08/2022 12:14,cs.CL,3467,2022
construction of english resume corpus and test with pre-trained language models,http://arxiv.org/pdf/2208.03219v2,05/08/2022 16:07,cs.CL,3469,2022
limitations of language models in arithmetic and symbolic induction,http://arxiv.org/pdf/2208.05051v1,09/08/2022 22:47,cs.CL,3470,2022
on the effectiveness of compact biomedical transformers,http://arxiv.org/pdf/2209.03182v1,07/09/2022 15:24,cs.CL,3472,2022
don't judge a language model by its last layer: contrastive learning with layer-wise attention pooling,http://arxiv.org/pdf/2209.05972v1,13/09/2022 14:09,cs.CL,3474,2022
"comma: modeling relationship among motivations, emotions and actions in language-based human activities",http://arxiv.org/pdf/2209.06470v1,14/09/2022 08:54,cs.CL,3475,2022
an empirical study on cross-x transfer for legal judgment prediction,http://arxiv.org/pdf/2209.12325v1,25/09/2022 22:41,cs.CL,3477,2022
the (in)effectiveness of intermediate task training for domain adaptation and cross-lingual transfer learning,http://arxiv.org/pdf/2210.01091v2,03/10/2022 18:17,cs.CL,3478,2022
word sense induction with hierarchical clustering and mutual information maximization,http://arxiv.org/pdf/2210.05422v1,11/10/2022 14:04,cs.CL,3479,2022
medjex: a medical jargon extraction model with wiki's hyperlink span and contextualized masked language model score,http://arxiv.org/pdf/2210.05875v1,12/10/2022 03:27,cs.CL,3480,2022
annotating norwegian language varieties on twitter for part-of-speech,http://arxiv.org/pdf/2210.06150v1,12/10/2022 13:53,cs.CL,3481,2022
clasp: few-shot cross-lingual data augmentation for semantic parsing,http://arxiv.org/pdf/2210.07074v2,13/10/2022 16:01,cs.CL,3482,2022
watermarking pre-trained language models with backdooring,http://arxiv.org/pdf/2210.07543v2,14/10/2022 06:42,cs.CL,3483,2022
prompting gpt-3 to be reliable,http://arxiv.org/pdf/2210.09150v2,17/10/2022 15:52,cs.CL,3484,2022
safetext: a benchmark for exploring physical safety in language models,http://arxiv.org/pdf/2210.10045v1,18/10/2022 18:59,cs.CL,3485,2022
joint coreference resolution for zeros and non-zeros in arabic,http://arxiv.org/pdf/2210.12169v1,21/10/2022 19:01,cs.CL,3486,2022
enhancing tabular reasoning with pattern exploiting training,http://arxiv.org/pdf/2210.12259v1,21/10/2022 22:28,cs.CL,3487,2022
speeding up question answering task of language models via inverted index,http://arxiv.org/pdf/2210.13578v1,24/10/2022 20:59,cs.CL,3488,2022
smart speech segmentation using acousto-linguistic features with look-ahead,http://arxiv.org/pdf/2210.14446v2,26/10/2022 04:36,cs.CL,3489,2022
leveraging pre-trained models for failure analysis triplets generation,http://arxiv.org/pdf/2210.17497v1,31/10/2022 17:21,cs.CL,3490,2022
multilingual name entity recognition and intent classification employing deep learning architectures,http://arxiv.org/pdf/2211.02415v1,04/11/2022 12:42,cs.CL,3491,2022
a comparison of svm against pre-trained language models (plms) for text classification tasks,http://arxiv.org/pdf/2211.02563v1,04/11/2022 16:28,cs.CL,3492,2022
learning semantic textual similarity via topic-informed discrete latent variables,http://arxiv.org/pdf/2211.03616v1,07/11/2022 15:09,cs.CL,3493,2022
a hybrid entity-centric approach to persian pronoun resolution,http://arxiv.org/pdf/2211.06257v1,11/11/2022 14:59,cs.CL,3494,2022
herdphobia: a dataset for hate speech against fulani in nigeria,http://arxiv.org/pdf/2211.15262v1,28/11/2022 12:30,cs.CL,3497,2022
structured information extraction from complex scientific text with fine-tuned large language models,http://arxiv.org/pdf/2212.05238v1,10/12/2022 07:51,cs.CL,3498,2022
towards reasoning in large language models: a survey,http://arxiv.org/pdf/2212.10403v2,20/12/2022 16:29,cs.CL,3500,2022
a survey on knowledge-enhanced pre-trained language models,http://arxiv.org/pdf/2212.13428v1,27/12/2022 09:54,cs.CL,3501,2022
multilingual text classification for dravidian languages,http://arxiv.org/pdf/2112.01705v1,03/12/2021 04:26,cs.CL,7,2021
supporting undotted arabic with pre-trained language models,http://arxiv.org/pdf/2111.09791v1,18/11/2021 16:47,cs.CL,10,2021
including signed languages in natural language processing,http://arxiv.org/pdf/2105.05222v2,11/05/2021 18:37,cs.CL,12,2021
problems and countermeasures in natural language processing evaluation,http://arxiv.org/pdf/2104.09712v1,20/04/2021 02:35,cs.CL,14,2021
natural language generation using link grammar for general conversational intelligence,http://arxiv.org/pdf/2105.00830v1,19/04/2021 07:16,cs.CL,19,2021
curriculum learning for language modeling,http://arxiv.org/pdf/2108.02170v1,04/08/2021 17:53,cs.CL,23,2021
challenges encountered in turkish natural language processing studies,http://arxiv.org/pdf/2101.11436v1,21/01/2021 08:30,cs.CL,30,2021
cross-lingual adaption model-agnostic meta-learning for natural language understanding,http://arxiv.org/pdf/2111.05805v1,10/11/2021 16:53,cs.CL,39,2021
how commonsense knowledge helps with natural language tasks: a survey of recent resources and methodologies,http://arxiv.org/pdf/2108.04674v1,10/08/2021 14:25,cs.CL,50,2021
large language models are not models of natural language: they are corpus models,http://arxiv.org/pdf/2112.07055v2,13/12/2021 22:39,cs.CL,66,2021
automatic code generation using pre-trained language models,http://arxiv.org/pdf/2102.10535v1,21/02/2021 07:21,cs.CL,71,2021
indian legal nlp benchmarks : a survey,http://arxiv.org/pdf/2107.06056v1,13/07/2021 14:10,cs.CL,95,2021
hinflair: pre-trained contextual string embeddings for pos tagging and text classification in the hindi language,http://arxiv.org/pdf/2101.06949v1,18/01/2021 09:23,cs.CL,110,2021
collaborative construction of lexicographic and parallel datasets for african languages: first assessment,http://arxiv.org/pdf/2103.16712v1,30/03/2021 23:43,cs.CL,113,2021
extracting and filtering paraphrases by bridging natural language inference and paraphrasing,http://arxiv.org/pdf/2111.07119v1,13/11/2021 14:06,cs.CL,117,2021
linda: unsupervised learning to interpolate in natural language processing,http://arxiv.org/pdf/2112.13969v1,28/12/2021 02:56,cs.CL,139,2021
bnlp: natural language processing toolkit for bengali language,http://arxiv.org/pdf/2102.00405v2,31/01/2021 07:56,cs.CL,148,2021
towards more robust natural language understanding,http://arxiv.org/pdf/2112.02992v2,01/12/2021 17:27,cs.CL,156,2021
generalized optimal linear orders,http://arxiv.org/pdf/2108.10692v1,13/08/2021 14:10,cs.CL,159,2021
spiral language modeling,http://arxiv.org/pdf/2112.10543v1,20/12/2021 14:08,cs.CL,176,2021
low-dimensional structure in the space of language representations is reflected in brain responses,http://arxiv.org/pdf/2106.05426v4,09/06/2021 23:59,cs.CL,179,2021
estimating subjective crowd-evaluations as an additional objective to improve natural language generation,http://arxiv.org/pdf/2104.05224v1,12/04/2021 07:33,cs.CL,184,2021
ad text classification with transformer-based natural language processing methods,http://arxiv.org/pdf/2106.10899v2,21/06/2021 08:38,cs.CL,185,2021
herbert: efficiently pretrained transformer-based language model for polish,http://arxiv.org/pdf/2105.01735v1,04/05/2021 21:16,cs.CL,188,2021
on the language-specificity of multilingual bert and the impact of fine-tuning,http://arxiv.org/pdf/2109.06935v2,14/09/2021 20:28,cs.CL,194,2021
the influence of data pre-processing and post-processing on long document summarization,http://arxiv.org/pdf/2112.01660v1,03/12/2021 00:56,cs.CL,207,2021
the first large scale collection of diverse hausa language datasets,http://arxiv.org/pdf/2102.06991v2,13/02/2021 19:34,cs.CL,213,2021
explaining natural language processing classifiers with occlusion and language modeling,http://arxiv.org/pdf/2101.11889v1,28/01/2021 09:44,cs.CL,215,2021
spoiler alert: using natural language processing to detect spoilers in book reviews,http://arxiv.org/pdf/2102.03882v1,07/02/2021 18:54,cs.CL,237,2021
confusion2vec 2.0: enriching ambiguous spoken language representations with subwords,http://arxiv.org/pdf/2102.02270v2,03/02/2021 20:03,cs.CL,241,2021
climatebert: a pretrained language model for climate-related text,http://arxiv.org/pdf/2110.12010v3,22/10/2021 19:47,cs.CL,242,2021
endangered languages are not low-resourced!,http://arxiv.org/pdf/2103.09567v1,17/03/2021 11:05,cs.CL,257,2021
adam: a sandbox for implementing language learning,http://arxiv.org/pdf/2105.02263v1,05/05/2021 19:19,cs.CL,258,2021
uzbert: pretraining a bert model for uzbek,http://arxiv.org/pdf/2108.09814v1,22/08/2021 19:28,cs.CL,259,2021
correcting automated and manual speech transcription errors using warped language models,http://arxiv.org/pdf/2103.14580v1,26/03/2021 16:43,cs.CL,271,2021
co-occurrences using fasttext embeddings for word similarity tasks in urdu,http://arxiv.org/pdf/2102.10957v1,22/02/2021 12:56,cs.CL,273,2021
on the difficulty of translating free-order case-marking languages,http://arxiv.org/pdf/2107.06055v1,13/07/2021 14:09,cs.CL,274,2021
knowledge-driven natural language understanding of english text and its applications,http://arxiv.org/pdf/2101.11707v1,27/01/2021 22:02,cs.CL,288,2021
natural language and spatial rules,http://arxiv.org/pdf/2111.14066v1,28/11/2021 07:18,cs.CL,291,2021
towards natural language question answering over earth observation linked data using attention-based neural machine translation,http://arxiv.org/pdf/2101.09427v1,23/01/2021 06:12,cs.CL,307,2021
federated learning meets natural language processing: a survey,http://arxiv.org/pdf/2107.12603v1,27/07/2021 06:07,cs.CL,310,2021
language detection engine for multilingual texting on mobile devices,http://arxiv.org/pdf/2101.03963v1,07/01/2021 16:49,cs.CL,334,2021
self-attention networks can process bounded hierarchical languages,http://arxiv.org/pdf/2105.11115v3,24/05/2021 07:42,cs.CL,347,2021
where are we in semantic concept extraction for spoken language understanding?,http://arxiv.org/pdf/2106.13045v2,24/06/2021 15:18,cs.CL,349,2021
survey on reinforcement learning for language processing,http://arxiv.org/pdf/2104.05565v3,12/04/2021 16:33,cs.CL,354,2021
decoding eeg brain activity for multi-modal natural language processing,http://arxiv.org/pdf/2102.08655v2,17/02/2021 09:44,cs.CL,356,2021
integrating approaches to word representation,http://arxiv.org/pdf/2109.04876v1,10/09/2021 14:44,cs.CL,369,2021
"bilingual language modeling, a transfer learning technique for roman urdu",http://arxiv.org/pdf/2102.10958v1,22/02/2021 12:56,cs.CL,375,2021
indt5: a text-to-text transformer for indigenous languages,http://arxiv.org/pdf/2104.07483v2,04/04/2021 08:09,cs.CL,376,2021
storydb: broad multi-language narrative dataset,http://arxiv.org/pdf/2109.14396v1,29/09/2021 13:59,cs.CL,377,2021
challenge dataset of cognates and false friend pairs from indian languages,http://arxiv.org/pdf/2112.09526v1,17/12/2021 14:23,cs.CL,378,2021
when word embeddings become endangered,http://arxiv.org/pdf/2103.13275v1,24/03/2021 15:42,cs.CL,392,2021
spark nlp: natural language understanding at scale,http://arxiv.org/pdf/2101.10848v1,26/01/2021 15:11,cs.CL,403,2021
bert: a review of applications in natural language processing and understanding,http://arxiv.org/pdf/2103.11943v1,22/03/2021 15:34,cs.CL,404,2021
relative importance in sentence processing,http://arxiv.org/pdf/2106.03471v1,07/06/2021 10:56,cs.CL,410,2021
parcoure: a parallel corpus explorer for a massively multilingual corpus,http://arxiv.org/pdf/2107.06632v2,14/07/2021 13:16,cs.CL,414,2021
a comparative study of transformer-based language models on extractive question answering,http://arxiv.org/pdf/2110.03142v1,07/10/2021 03:23,cs.CL,415,2021
legalnlp -- natural language processing methods for the brazilian legal language,http://arxiv.org/pdf/2110.15709v1,05/10/2021 05:44,cs.CL,416,2021
recent advances in natural language processing via large pre-trained language models: a survey,http://arxiv.org/pdf/2111.01243v1,01/11/2021 20:08,cs.CL,417,2021
taxonomic survey of hindi language nlp systems,http://arxiv.org/pdf/2102.00214v1,30/01/2021 11:53,cs.CL,436,2021
an automated multiple-choice question generation using natural language processing techniques,http://arxiv.org/pdf/2103.14757v1,26/03/2021 22:39,cs.CL,448,2021
worst of both worlds: biases compound in pre-trained vision-and-language models,http://arxiv.org/pdf/2104.08666v2,18/04/2021 01:02,cs.CL,459,2021
hunspell for sorani kurdish spell checking and morphological analysis,http://arxiv.org/pdf/2109.06374v1,14/09/2021 01:24,cs.CL,460,2021
tfw2v: an enhanced document similarity method for the morphologically rich finnish language,http://arxiv.org/pdf/2112.12489v1,23/12/2021 12:27,cs.CL,462,2021
transfer learning for multi-lingual tasks -- a survey,http://arxiv.org/pdf/2110.02052v1,28/08/2021 21:29,cs.CL,467,2021
natural language processing all (nlp4all): a new online platform for teaching and learning nlp concepts,http://arxiv.org/pdf/2105.13704v1,28/05/2021 10:57,cs.CL,480,2021
a survey on using gaze behaviour for natural language processing,http://arxiv.org/pdf/2112.15471v2,21/12/2021 15:52,cs.CL,481,2021
analyzing the limits of self-supervision in handling bias in language,http://arxiv.org/pdf/2112.08637v3,16/12/2021 05:36,cs.CL,498,2021
few-shot learning for slot tagging with attentive relational network,http://arxiv.org/pdf/2103.02333v1,03/03/2021 11:24,cs.CL,505,2021
multichannel lstm-cnn for telugu technical domain identification,http://arxiv.org/pdf/2102.12179v1,24/02/2021 10:15,cs.CL,506,2021
deepzensols: deep natural language processing framework,http://arxiv.org/pdf/2109.03383v1,08/09/2021 02:16,cs.CL,508,2021
second order winobias (sowinobias) test set for latent gender bias detection in coreference resolution,http://arxiv.org/pdf/2109.14047v1,28/09/2021 22:03,cs.CL,509,2021
fine-tuning transformers: vocabulary transfer,http://arxiv.org/pdf/2112.14569v2,29/12/2021 14:22,cs.CL,511,2021
machine learning meets natural language processing -- the story so far,http://arxiv.org/pdf/2104.10213v1,27/03/2021 16:41,cs.CL,525,2021
contemporary amharic corpus: automatically morpho-syntactically tagged amharic corpus,http://arxiv.org/pdf/2106.07241v1,14/06/2021 09:49,cs.CL,526,2021
afrivec: word embedding models for african languages. case study of fon and nobiin,http://arxiv.org/pdf/2103.05132v2,08/03/2021 22:58,cs.CL,531,2021
position masking for improved layout-aware document understanding,http://arxiv.org/pdf/2109.00442v1,01/09/2021 16:40,cs.CL,542,2021
systematic inequalities in language technology performance across the world's languages,http://arxiv.org/pdf/2110.06733v1,13/10/2021 15:03,cs.CL,546,2021
explainable semantic space by grounding language to vision with cross-modal contrastive learning,http://arxiv.org/pdf/2111.07180v1,13/11/2021 19:54,cs.CL,555,2021
bridging between cognitive processing signals and linguistic features via a unified attentional network,http://arxiv.org/pdf/2112.08831v2,16/12/2021 12:25,cs.CL,558,2021
speech-language pre-training for end-to-end spoken language understanding,http://arxiv.org/pdf/2102.06283v1,11/02/2021 21:55,cs.CL,569,2021
machine translation into low-resource language varieties,http://arxiv.org/pdf/2106.06797v2,12/06/2021 16:28,cs.CL,570,2021
a simple and effective method to eliminate the self language bias in multilingual representations,http://arxiv.org/pdf/2109.04727v1,10/09/2021 09:15,cs.CL,572,2021
a surprisal--duration trade-off across and within the world's languages,http://arxiv.org/pdf/2109.15000v1,30/09/2021 11:56,cs.CL,573,2021
exploring language patterns in a medical licensure exam item bank,http://arxiv.org/pdf/2111.10501v1,20/11/2021 02:45,cs.CL,575,2021
multitask finetuning for improving neural machine translation in indian languages,http://arxiv.org/pdf/2112.01742v1,03/12/2021 06:43,cs.CL,576,2021
empathetic bert2bert conversational model: learning arabic language generation with little data,http://arxiv.org/pdf/2103.04353v1,07/03/2021 13:23,cs.CL,611,2021
learning multilingual representation for natural language understanding with enhanced cross-lingual supervision,http://arxiv.org/pdf/2106.05166v1,09/06/2021 17:12,cs.CL,613,2021
grounding natural language instructions: can large language models capture spatial information?,http://arxiv.org/pdf/2109.08634v1,17/09/2021 17:36,cs.CL,614,2021
language model metrics and procrustes analysis for improved vector transformation of nlp embeddings,http://arxiv.org/pdf/2106.02490v1,04/06/2021 14:56,cs.CL,634,2021
banglabert: language model pretraining and benchmarks for low-resource language understanding evaluation in bangla,http://arxiv.org/pdf/2101.00204v4,01/01/2021 09:28,cs.CL,648,2021
analyzing the effects of reasoning types on cross-lingual transfer performance,http://arxiv.org/pdf/2110.02386v1,05/10/2021 23:36,cs.CL,649,2021
reckonition: a nlp-based system for industrial accidents at work prevention,http://arxiv.org/pdf/2104.14150v1,29/04/2021 08:13,cs.CL,663,2021
gamified crowdsourcing for idiom corpora construction,http://arxiv.org/pdf/2102.00881v1,01/02/2021 14:44,cs.CL,671,2021
schrödinger's tree -- on syntax and neural language models,http://arxiv.org/pdf/2110.08887v1,17/10/2021 19:25,cs.CL,675,2021
towards transparent interactive semantic parsing via step-by-step correction,http://arxiv.org/pdf/2110.08345v2,15/10/2021 21:11,cs.CL,684,2021
design challenges for a multi-perspective search engine,http://arxiv.org/pdf/2112.08357v2,15/12/2021 18:59,cs.CL,685,2021
fine-tuning bert-based models for plant health bulletin classification,http://arxiv.org/pdf/2102.00838v1,29/01/2021 08:14,cs.CL,693,2021
visual grounding strategies for text-only natural language processing,http://arxiv.org/pdf/2103.13942v1,25/03/2021 16:03,cs.CL,717,2021
teaching a massive open online course on natural language processing,http://arxiv.org/pdf/2104.12846v2,26/04/2021 20:52,cs.CL,720,2021
how low is too low? a computational perspective on extremely low-resource languages,http://arxiv.org/pdf/2105.14515v1,30/05/2021 13:09,cs.CL,728,2021
"adapting gpt, gpt-2 and bert language models for speech recognition",http://arxiv.org/pdf/2108.07789v2,29/07/2021 17:53,cs.CL,729,2021
phonology recognition in american sign language,http://arxiv.org/pdf/2110.00453v1,01/10/2021 15:38,cs.CL,730,2021
case studies on using natural language processing techniques in customer relationship management software,http://arxiv.org/pdf/2106.05160v1,09/06/2021 17:07,cs.CL,741,2021
natural language processing in-and-for design research,http://arxiv.org/pdf/2111.13827v3,27/11/2021 06:32,cs.CL,743,2021
improving biomedical pretrained language models with knowledge,http://arxiv.org/pdf/2104.10344v1,21/04/2021 04:57,cs.CL,762,2021
a simple and efficient probabilistic language model for code-mixed text,http://arxiv.org/pdf/2106.15102v1,29/06/2021 06:37,cs.CL,763,2021
boosting cross-lingual transfer via self-learning with uncertainty estimation,http://arxiv.org/pdf/2109.00194v2,01/09/2021 06:26,cs.CL,764,2021
laoplm: pre-trained language models for lao,http://arxiv.org/pdf/2110.05896v3,12/10/2021 12:13,cs.CL,765,2021
deep learning transformer architecture for named entity recognition on low resourced languages: state of the art results,http://arxiv.org/pdf/2111.00830v2,01/11/2021 11:02,cs.CL,766,2021
multilingual language models predict human reading behavior,http://arxiv.org/pdf/2104.05433v1,12/04/2021 14:03,cs.CL,793,2021
lsoie: a large-scale dataset for supervised open information extraction,http://arxiv.org/pdf/2101.11177v1,27/01/2021 02:49,cs.CL,818,2021
neurips nlc2cmd competition: translating natural language to bash commands,http://arxiv.org/pdf/2103.02523v2,03/03/2021 16:56,cs.CL,819,2021
a systematic survey of text worlds as embodied natural language environments,http://arxiv.org/pdf/2107.04132v1,08/07/2021 23:15,cs.CL,823,2021
disco : efficient unsupervised decoding for discrete natural language problems via convex relaxation,http://arxiv.org/pdf/2107.05380v2,07/07/2021 01:40,cs.CL,824,2021
a game interface to study semantic grounding in text-based models,http://arxiv.org/pdf/2108.07708v1,17/08/2021 16:50,cs.CL,837,2021
back translation survey for improving text augmentation,http://arxiv.org/pdf/2102.09708v2,19/02/2021 02:08,cs.CL,856,2021
naijaner : comprehensive named entity recognition for nigerian languages,http://arxiv.org/pdf/2105.00810v1,30/03/2021 23:10,cs.CL,877,2021
k-plug: knowledge-injected pre-trained language model for natural language understanding and generation in e-commerce,http://arxiv.org/pdf/2104.06960v2,14/04/2021 17:37,cs.CL,881,2021
subtractive mountain clustering algorithm applied to a chatbot to assist elderly people in medication intake,http://arxiv.org/pdf/2110.00933v1,03/10/2021 07:16,cs.CL,885,2021
differentiable prompt makes pre-trained language models better few-shot learners,http://arxiv.org/pdf/2108.13161v7,30/08/2021 13:29,cs.CL,895,2021
imagine: an imagination-based automatic evaluation metric for natural language generation,http://arxiv.org/pdf/2106.05970v3,10/06/2021 18:59,cs.CL,938,2021
ensuring the inclusive use of natural language processing in the global response to covid-19,http://arxiv.org/pdf/2108.10791v1,11/08/2021 13:54,cs.CL,984,2021
a survey on gender bias in natural language processing,http://arxiv.org/pdf/2112.14168v1,28/12/2021 14:54,cs.CL,985,2021
explaining the deep natural language processing by mining textual interpretable features,http://arxiv.org/pdf/2106.06697v1,12/06/2021 07:25,cs.CL,996,2021
interpreting verbal metaphors by paraphrasing,http://arxiv.org/pdf/2104.03391v1,07/04/2021 22:00,cs.CL,1005,2021
hidden markov based mathematical model dedicated to extract ingredients from recipe text,http://arxiv.org/pdf/2110.15707v1,28/09/2021 15:38,cs.CL,1006,2021
translational nlp: a new paradigm and general principles for natural language processing research,http://arxiv.org/pdf/2104.07874v1,16/04/2021 04:46,cs.CL,1010,2021
[re] double-hard debias: tailoring word embeddings for gender bias mitigation,http://arxiv.org/pdf/2104.06973v1,14/04/2021 17:56,cs.CL,1016,2021
representation learning for natural language processing,http://arxiv.org/pdf/2102.03732v1,07/02/2021 07:37,cs.CL,1028,2021
extractive approach for text summarisation using graphs,http://arxiv.org/pdf/2106.10955v1,21/06/2021 11:03,cs.CL,1029,2021
local interpretations for explainable natural language processing: a survey,http://arxiv.org/pdf/2103.11072v2,20/03/2021 02:28,cs.CL,1040,2021
recurrent neural networks with mixed hierarchical structures for natural language processing,http://arxiv.org/pdf/2106.02562v1,04/06/2021 16:50,cs.CL,1044,2021
deep natural language processing for linkedin search systems,http://arxiv.org/pdf/2108.08252v1,30/07/2021 18:40,cs.CL,1045,2021
how may i help you? using neural text simplification to improve downstream nlp tasks,http://arxiv.org/pdf/2109.04604v2,10/09/2021 02:04,cs.CL,1046,2021
salience-aware event chain modeling for narrative understanding,http://arxiv.org/pdf/2109.10475v1,22/09/2021 02:34,cs.CL,1047,2021
transwic at semeval-2021 task 2: transformer-based multilingual and cross-lingual word-in-context disambiguation,http://arxiv.org/pdf/2104.04632v1,10/04/2021 00:06,cs.CL,1085,2021
impact of gender debiased word embeddings in language modeling,http://arxiv.org/pdf/2105.00908v3,03/05/2021 15:45,cs.CL,1086,2021
it's all in the heads: using attention heads as a baseline for cross-lingual transfer in commonsense reasoning,http://arxiv.org/pdf/2106.12066v2,22/06/2021 22:25,cs.CL,1087,2021
your fairness may vary: pretrained language model fairness in toxic text classification,http://arxiv.org/pdf/2108.01250v3,03/08/2021 03:16,cs.CL,1088,2021
meta-learning for effective multi-task and multilingual modelling,http://arxiv.org/pdf/2101.10368v3,25/01/2021 19:30,cs.CL,1109,2021
